metric,contrast,raw_coef,raw_ci_low,raw_ci_high,raw_p,adj_coef,adj_ci_low,adj_ci_high,adj_p,shrinkage_pct,n_templates,source
stable_rank,hallucination_prone - factual,0.1839666909123866,-0.29583793779215,0.6637713196169233,0.4523581827426376,0.18396669091238732,-0.2530543554634278,0.6209877372882024,0.4093381718455381,-3.9968028886505635e-13,111,spectral
stable_rank,reasoning - factual,-0.368118703113541,-1.1785222762802343,0.4422848700531523,0.3733067427992064,-0.36811870311354095,-1.0740693100718082,0.3378319038447262,0.306768913240997,1.1102230246251565e-14,111,spectral
spectral_gap,coding - factual,0.09465922575647664,0.03479927184753474,0.15451917966541856,0.0019392689043813709,0.09465922575647677,0.03630755937786947,0.15301089213508406,0.0014753329479853159,-1.3322676295501878e-13,111,spectral
spectral_gap,hallucination_prone - factual,0.0637710730212905,0.0015308124543279636,0.12601133358825303,0.04462525996043641,0.06377107302129066,0.004544270800714144,0.12299787524186717,0.03482862045901289,-2.6645352591003757e-13,111,spectral
spectral_gap,reasoning - factual,-0.03531844655130579,-0.16937024015108898,0.09873334704847742,0.6055826866095433,-0.03531844655130574,-0.16437219408709025,0.09373530098447878,0.5916904140312715,1.3322676295501878e-13,111,spectral
chi_fisher_max,coding - factual,219.05961316600607,-149.77682853697,587.8960548689821,0.24439837461061564,219.05961316600605,-155.31736518934906,593.4365915213612,0.25144945619568326,1.1102230246251565e-14,111,spectral
chi_fisher_max,hallucination_prone - factual,1737.898148358749,1039.8463455584658,2435.949951159032,1.0629796954970793e-06,1737.8981483587495,1030.5928967554323,2445.2033999620667,1.466350383421804e-06,-2.220446049250313e-14,111,spectral
chi_fisher_max,reasoning - factual,934.2044098688195,220.4814319253377,1647.9273878123013,0.010304773766615587,934.2044098688185,368.38979161741645,1500.0190281202206,0.0012119420028989215,1.1102230246251565e-13,111,spectral
chi_fisher_along_hidden_lead,coding - factual,-21.734436888922673,-258.0790274150162,214.6101536371708,0.8569642749725832,-21.73443688892305,-258.22665380837384,214.75778003052775,0.8570526008795329,-1.7319479184152442e-12,111,spectral
chi_fisher_along_hidden_lead,hallucination_prone - factual,1124.309113925546,550.6275510896887,1697.9906767614032,0.00012245191416066582,1124.3091139255457,543.7432128977407,1704.8750149533507,0.00014727715999124607,2.220446049250313e-14,111,spectral
chi_fisher_along_hidden_lead,reasoning - factual,-130.33915012214823,-376.210111957219,115.53181171292255,0.29880452693198645,-130.3391501221487,-350.58634532497393,89.90804508067652,0.246098178312959,-3.774758283725532e-13,111,spectral
lead_alignment,coding - factual,-0.13906594447487905,-0.25000017972997424,-0.028131709219783863,0.014010681174082974,-0.13906594447487908,-0.24723693168520833,-0.030894957264549813,0.011743698475842387,-2.220446049250313e-14,111,spectral
lead_alignment,hallucination_prone - factual,0.032674163486307486,-0.08724337351233068,0.15259170048494564,0.5933171934416983,0.0326741634863076,-0.08624640793825568,0.1515947349108709,0.5902234550881404,-3.3306690738754696e-13,111,spectral
lead_alignment,reasoning - factual,-0.2725458468583436,-0.44025759757969196,-0.10483409613699526,0.0014469998010461199,-0.2725458468583435,-0.44403226910054,-0.10105942461614698,0.001839454964547546,4.440892098500626e-14,111,spectral
entropy,coding - factual,0.904212509654464,0.6611124238907706,1.1473125954181573,3.0972487532607426e-13,0.9042125096544635,0.6614342367385958,1.1469907825703314,2.8827417658056224e-13,4.440892098500626e-14,111,spectral
entropy,hallucination_prone - factual,1.303645094297827,1.069593078248373,1.5376971103472812,9.581953016460475e-28,1.3036450942978268,1.071597344192662,1.5356928444029916,3.379106148574274e-28,2.220446049250313e-14,111,spectral
entropy,reasoning - factual,0.3296540906652816,0.029567021437965135,0.6297411598925982,0.03131273793881565,0.329654090665281,0.02665208280093284,0.6326560985296292,0.032977050625506765,1.887379141862766e-13,111,spectral
top1_prob,coding - factual,-0.3826299156993638,-0.4560457637896541,-0.30921406760907344,1.6992768653103143e-24,-0.38262991569936344,-0.45539831353645943,-0.30986151786226745,6.629665434850085e-25,8.881784197001252e-14,111,spectral
top1_prob,hallucination_prone - factual,-0.3865849737077959,-0.46068840483588314,-0.3124815425797086,1.535475059209819e-24,-0.38658497370779515,-0.46034415745464596,-0.31282578996094434,9.37247634781326e-25,1.887379141862766e-13,111,spectral
top1_prob,reasoning - factual,-0.1442113988101486,-0.24558024693834796,-0.04284255068194924,0.005298159816571585,-0.14421139881014836,-0.2477236076239433,-0.0406991899963534,0.006322153985760795,1.7763568394002505e-13,111,spectral
